Date,Timestamp,Zone,PersonCount
2023-10-16,13:31:33.476,Zone_14-01,0
2023-10-16,13:31:33.476,Zone_14-02,0
2023-10-16,13:31:33.476,Zone_14-03,0
2023-10-16,13:31:33.476,Zone_14-04,0
2023-10-16,13:31:33.476,Zone_14-05,0
2023-10-16,13:31:33.476,Zone_14-06,0
2023-10-16,13:31:33.476,Zone_14-07,0
2023-10-16,13:31:33.475,Zone_13-06,0
2023-10-16,13:31:33.475,Zone_13-05,0
2023-10-16,13:31:33.475,Zone_13-04,0
2023-10-16,13:31:33.475,Zone_13-03,0
2023-10-16,13:31:33.475,Zone_13-02,0
2023-10-16,13:31:33.475,Zone_13-01,0
2023-10-16,13:31:33.496,Zone_08-01,0
2023-10-16,13:31:33.496,Zone_08-02,0
2023-10-16,13:31:33.476,Zone_12-05,0
2023-10-16,13:31:33.476,Zone_12-03,0
2023-10-16,13:31:33.476,Zone_12-04,0
2023-10-16,13:31:33.476,Zone_12-01,0
2023-10-16,13:31:33.476,Zone_12-02,0
2023-10-16,13:31:33.476,Zone_10-03,0
2023-10-16,13:31:33.476,Zone_10-04,0
2023-10-16,13:31:33.476,Zone_10-01,0
2023-10-16,13:31:33.476,Zone_10-02,0
2023-10-16,13:31:33.476,Zone_10-06,0
2023-10-16,13:31:33.476,Zone_10-05,0
2023-10-16,13:31:33.476,Zone_10-07,0
2023-10-16,13:31:33.476,Zone_01-06,0
2023-10-16,13:31:33.476,Zone_01-05,0
2023-10-16,13:31:33.476,Zone_01-04,0
2023-10-16,13:31:33.476,Zone_01-03,0
2023-10-16,13:31:33.476,Zone_01-02,0
2023-10-16,13:31:33.476,Zone_01-01,0
2023-10-16,13:31:33.476,Zone_01-07,0
2023-10-16,13:31:33.476,Zone_01-08,0
2023-10-16,13:31:33.661,Zone_09-04,0
2023-10-16,13:31:33.661,Zone_09-03,0
2023-10-16,13:31:33.661,Zone_09-02,0
2023-10-16,13:31:33.661,Zone_09-01,0
2023-10-16,13:31:33.661,Zone_07-01,0
2023-10-16,13:31:33.661,Zone_07-02,0
2023-10-16,13:31:33.661,Zone_07-03,0
2023-10-16,13:31:33.661,Zone_07-04,0
2023-10-16,13:31:33.662,Zone_05-03,0
2023-10-16,13:31:33.662,Zone_05-04,0
2023-10-16,13:31:33.662,Zone_05-05,0
2023-10-16,13:31:33.662,Zone_05-06,0
2023-10-16,13:31:33.662,Zone_05-01,0
2023-10-16,13:31:33.662,Zone_05-02,0
2023-10-16,13:31:33.688,Zone_03-01,0
2023-10-16,13:31:33.688,Zone_03-02,0
2023-10-16,13:31:33.688,Zone_03-03,0
2023-10-16,13:31:33.662,Zone_02-01,0
2023-10-16,13:31:33.662,Zone_02-03,0
2023-10-16,13:31:33.662,Zone_02-02,0
2023-10-16,13:31:33.662,Zone_02-05,0
2023-10-16,13:31:33.662,Zone_02-04,0
2023-10-16,13:31:33.661,Zone_04-01,0
2023-10-16,13:31:33.661,Zone_04-06,0
2023-10-16,13:31:33.661,Zone_04-02,0
2023-10-16,13:31:33.661,Zone_04-03,0
2023-10-16,13:31:33.661,Zone_04-04,0
2023-10-16,13:31:33.661,Zone_04-05,0
2023-10-16,13:31:33.661,Zone_06-05,0
2023-10-16,13:31:33.661,Zone_06-04,0
2023-10-16,13:31:33.661,Zone_06-01,0
2023-10-16,13:31:33.661,Zone_06-03,0
2023-10-16,13:31:33.661,Zone_06-02,0
2023-10-16,13:31:33.662,Zone_14-01,0
2023-10-16,13:31:33.662,Zone_14-02,0
2023-10-16,13:31:33.662,Zone_14-03,0
2023-10-16,13:31:33.662,Zone_14-04,0
2023-10-16,13:31:33.662,Zone_14-05,0
2023-10-16,13:31:33.662,Zone_14-06,0
2023-10-16,13:31:33.662,Zone_14-07,0
2023-10-16,13:31:33.661,Zone_13-06,0
2023-10-16,13:31:33.661,Zone_13-05,0
2023-10-16,13:31:33.661,Zone_13-04,0
2023-10-16,13:31:33.661,Zone_13-03,0
2023-10-16,13:31:33.661,Zone_13-02,0
2023-10-16,13:31:33.661,Zone_13-01,0
2023-10-16,13:31:33.688,Zone_08-01,0
2023-10-16,13:31:33.688,Zone_08-02,0
2023-10-16,13:31:33.662,Zone_12-05,0
2023-10-16,13:31:33.662,Zone_12-03,0
2023-10-16,13:31:33.662,Zone_12-04,0
2023-10-16,13:31:33.662,Zone_12-01,0
2023-10-16,13:31:33.662,Zone_12-02,0
2023-10-16,13:31:33.663,Zone_10-03,0
2023-10-16,13:31:33.663,Zone_10-04,0
2023-10-16,13:31:33.663,Zone_10-01,0
2023-10-16,13:31:33.663,Zone_10-02,0
2023-10-16,13:31:33.663,Zone_10-06,0
2023-10-16,13:31:33.663,Zone_10-05,0
2023-10-16,13:31:33.663,Zone_10-07,0
2023-10-16,13:31:33.662,Zone_01-06,0
2023-10-16,13:31:33.662,Zone_01-05,0
2023-10-16,13:31:33.662,Zone_01-04,0
2023-10-16,13:31:33.662,Zone_01-03,0
2023-10-16,13:31:33.662,Zone_01-02,0
2023-10-16,13:31:33.662,Zone_01-01,0
2023-10-16,13:31:33.662,Zone_01-07,0
2023-10-16,13:31:33.662,Zone_01-08,0
2023-10-16,13:31:33.849,Zone_09-04,0
2023-10-16,13:31:33.849,Zone_09-03,0
2023-10-16,13:31:33.849,Zone_09-02,0
2023-10-16,13:31:33.849,Zone_09-01,0
2023-10-16,13:31:33.849,Zone_07-01,0
2023-10-16,13:31:33.849,Zone_07-02,0
2023-10-16,13:31:33.849,Zone_07-03,0
2023-10-16,13:31:33.849,Zone_07-04,0
2023-10-16,13:31:33.850,Zone_05-03,0
2023-10-16,13:31:33.850,Zone_05-04,0
2023-10-16,13:31:33.850,Zone_05-05,0
2023-10-16,13:31:33.850,Zone_05-06,0
2023-10-16,13:31:33.850,Zone_05-01,0
2023-10-16,13:31:33.850,Zone_05-02,0
2023-10-16,13:31:33.878,Zone_03-01,0
2023-10-16,13:31:33.878,Zone_03-02,0
2023-10-16,13:31:33.878,Zone_03-03,0
2023-10-16,13:31:33.849,Zone_02-01,0
2023-10-16,13:31:33.849,Zone_02-03,0
2023-10-16,13:31:33.849,Zone_02-02,0
2023-10-16,13:31:33.849,Zone_02-05,0
2023-10-16,13:31:33.849,Zone_02-04,0
2023-10-16,13:31:33.850,Zone_04-01,0
2023-10-16,13:31:33.850,Zone_04-06,0
2023-10-16,13:31:33.850,Zone_04-02,0
2023-10-16,13:31:33.850,Zone_04-03,0
2023-10-16,13:31:33.850,Zone_04-04,0
2023-10-16,13:31:33.850,Zone_04-05,0
2023-10-16,13:31:33.849,Zone_06-05,0
2023-10-16,13:31:33.849,Zone_06-04,0
2023-10-16,13:31:33.849,Zone_06-01,0
2023-10-16,13:31:33.849,Zone_06-03,0
2023-10-16,13:31:33.849,Zone_06-02,0
2023-10-16,13:31:33.851,Zone_14-01,0
2023-10-16,13:31:33.851,Zone_14-02,0
2023-10-16,13:31:33.851,Zone_14-03,0
2023-10-16,13:31:33.851,Zone_14-04,0
2023-10-16,13:31:33.851,Zone_14-05,0
2023-10-16,13:31:33.851,Zone_14-06,0
2023-10-16,13:31:33.851,Zone_14-07,0
2023-10-16,13:31:33.850,Zone_13-06,0
2023-10-16,13:31:33.850,Zone_13-05,0
2023-10-16,13:31:33.850,Zone_13-04,0
2023-10-16,13:31:33.850,Zone_13-03,0
2023-10-16,13:31:33.850,Zone_13-02,0
2023-10-16,13:31:33.850,Zone_13-01,0
2023-10-16,13:31:33.870,Zone_08-01,0
2023-10-16,13:31:33.870,Zone_08-02,0
2023-10-16,13:31:33.850,Zone_12-05,0
2023-10-16,13:31:33.850,Zone_12-03,0
2023-10-16,13:31:33.850,Zone_12-04,0
2023-10-16,13:31:33.850,Zone_12-01,0
2023-10-16,13:31:33.850,Zone_12-02,0
2023-10-16,13:31:33.850,Zone_10-03,0
2023-10-16,13:31:33.850,Zone_10-04,0
2023-10-16,13:31:33.850,Zone_10-01,0
2023-10-16,13:31:33.850,Zone_10-02,0
2023-10-16,13:31:33.850,Zone_10-06,0
2023-10-16,13:31:33.850,Zone_10-05,0
2023-10-16,13:31:33.850,Zone_10-07,0
2023-10-16,13:31:33.850,Zone_01-06,0
2023-10-16,13:31:33.850,Zone_01-05,0
2023-10-16,13:31:33.850,Zone_01-04,0
2023-10-16,13:31:33.850,Zone_01-03,0
2023-10-16,13:31:33.850,Zone_01-02,0
2023-10-16,13:31:33.850,Zone_01-01,0
2023-10-16,13:31:33.850,Zone_01-07,0
2023-10-16,13:31:33.850,Zone_01-08,0
2023-10-16,13:31:34.036,Zone_09-04,0
2023-10-16,13:31:34.036,Zone_09-03,0
2023-10-16,13:31:34.036,Zone_09-02,0
2023-10-16,13:31:34.036,Zone_09-01,0
2023-10-16,13:31:34.036,Zone_07-01,0
2023-10-16,13:31:34.036,Zone_07-02,0
2023-10-16,13:31:34.036,Zone_07-03,0
2023-10-16,13:31:34.036,Zone_07-04,0
2023-10-16,13:31:34.037,Zone_05-03,0
2023-10-16,13:31:34.037,Zone_05-04,0
2023-10-16,13:31:34.037,Zone_05-05,0
2023-10-16,13:31:34.037,Zone_05-06,0
2023-10-16,13:31:34.037,Zone_05-01,0
2023-10-16,13:31:34.037,Zone_05-02,0
2023-10-16,13:31:34.056,Zone_03-01,0
2023-10-16,13:31:34.056,Zone_03-02,0
2023-10-16,13:31:34.056,Zone_03-03,0
2023-10-16,13:31:34.037,Zone_02-01,0
2023-10-16,13:31:34.037,Zone_02-03,0
2023-10-16,13:31:34.037,Zone_02-02,0
2023-10-16,13:31:34.037,Zone_02-05,0
2023-10-16,13:31:34.037,Zone_02-04,0
2023-10-16,13:31:34.036,Zone_04-01,0
2023-10-16,13:31:34.036,Zone_04-06,0
2023-10-16,13:31:34.036,Zone_04-02,0
2023-10-16,13:31:34.036,Zone_04-03,0
2023-10-16,13:31:34.036,Zone_04-04,0
2023-10-16,13:31:34.036,Zone_04-05,0
2023-10-16,13:31:34.036,Zone_06-05,0
2023-10-16,13:31:34.036,Zone_06-04,0
2023-10-16,13:31:34.036,Zone_06-01,0
2023-10-16,13:31:34.036,Zone_06-03,0
2023-10-16,13:31:34.036,Zone_06-02,0
2023-10-16,13:31:34.037,Zone_14-01,0
2023-10-16,13:31:34.037,Zone_14-02,0
2023-10-16,13:31:34.037,Zone_14-03,0
2023-10-16,13:31:34.037,Zone_14-04,0
2023-10-16,13:31:34.037,Zone_14-05,0
2023-10-16,13:31:34.037,Zone_14-06,0
2023-10-16,13:31:34.037,Zone_14-07,0
2023-10-16,13:31:34.036,Zone_13-06,0
2023-10-16,13:31:34.036,Zone_13-05,0
2023-10-16,13:31:34.036,Zone_13-04,0
2023-10-16,13:31:34.036,Zone_13-03,0
2023-10-16,13:31:34.036,Zone_13-02,0
2023-10-16,13:31:34.036,Zone_13-01,0
2023-10-16,13:31:34.057,Zone_08-01,0
2023-10-16,13:31:34.057,Zone_08-02,0
2023-10-16,13:31:34.037,Zone_12-05,0
2023-10-16,13:31:34.037,Zone_12-03,0
2023-10-16,13:31:34.037,Zone_12-04,0
2023-10-16,13:31:34.037,Zone_12-01,0
2023-10-16,13:31:34.037,Zone_12-02,0
2023-10-16,13:31:34.039,Zone_10-03,0
2023-10-16,13:31:34.039,Zone_10-04,0
2023-10-16,13:31:34.039,Zone_10-01,0
2023-10-16,13:31:34.039,Zone_10-02,0
2023-10-16,13:31:34.039,Zone_10-06,0
2023-10-16,13:31:34.039,Zone_10-05,0
2023-10-16,13:31:34.039,Zone_10-07,0
2023-10-16,13:31:34.038,Zone_01-06,0
2023-10-16,13:31:34.038,Zone_01-05,0
2023-10-16,13:31:34.038,Zone_01-04,0
2023-10-16,13:31:34.038,Zone_01-03,0
2023-10-16,13:31:34.038,Zone_01-02,0
2023-10-16,13:31:34.038,Zone_01-01,0
2023-10-16,13:31:34.038,Zone_01-07,0
2023-10-16,13:31:34.038,Zone_01-08,0
2023-10-16,13:31:34.206,Zone_09-04,0
2023-10-16,13:31:34.206,Zone_09-03,0
2023-10-16,13:31:34.206,Zone_09-02,0
2023-10-16,13:31:34.206,Zone_09-01,0
2023-10-16,13:31:34.206,Zone_07-01,0
2023-10-16,13:31:34.206,Zone_07-02,0
2023-10-16,13:31:34.206,Zone_07-03,0
2023-10-16,13:31:34.206,Zone_07-04,0
2023-10-16,13:31:34.206,Zone_05-03,0
2023-10-16,13:31:34.206,Zone_05-04,0
2023-10-16,13:31:34.206,Zone_05-05,0
2023-10-16,13:31:34.206,Zone_05-06,0
2023-10-16,13:31:34.206,Zone_05-01,0
2023-10-16,13:31:34.206,Zone_05-02,0
2023-10-16,13:31:34.227,Zone_03-01,0
2023-10-16,13:31:34.227,Zone_03-02,0
2023-10-16,13:31:34.227,Zone_03-03,0
2023-10-16,13:31:34.207,Zone_02-01,0
2023-10-16,13:31:34.207,Zone_02-03,0
2023-10-16,13:31:34.207,Zone_02-02,0
2023-10-16,13:31:34.207,Zone_02-05,0
2023-10-16,13:31:34.207,Zone_02-04,0
2023-10-16,13:31:34.207,Zone_04-01,0
2023-10-16,13:31:34.207,Zone_04-06,0
2023-10-16,13:31:34.207,Zone_04-02,0
2023-10-16,13:31:34.207,Zone_04-03,0
2023-10-16,13:31:34.207,Zone_04-04,0
2023-10-16,13:31:34.207,Zone_04-05,0
2023-10-16,13:31:34.206,Zone_06-05,0
2023-10-16,13:31:34.206,Zone_06-04,0
2023-10-16,13:31:34.206,Zone_06-01,0
2023-10-16,13:31:34.206,Zone_06-03,0
2023-10-16,13:31:34.206,Zone_06-02,0
2023-10-16,13:31:34.209,Zone_14-01,0
2023-10-16,13:31:34.209,Zone_14-02,0
2023-10-16,13:31:34.209,Zone_14-03,0
2023-10-16,13:31:34.209,Zone_14-04,0
2023-10-16,13:31:34.209,Zone_14-05,0
2023-10-16,13:31:34.209,Zone_14-06,0
2023-10-16,13:31:34.209,Zone_14-07,0
2023-10-16,13:31:34.206,Zone_13-06,0
2023-10-16,13:31:34.206,Zone_13-05,0
2023-10-16,13:31:34.206,Zone_13-04,0
2023-10-16,13:31:34.206,Zone_13-03,0
2023-10-16,13:31:34.206,Zone_13-02,0
2023-10-16,13:31:34.206,Zone_13-01,0
2023-10-16,13:31:34.227,Zone_08-01,0
2023-10-16,13:31:34.227,Zone_08-02,0
2023-10-16,13:31:34.207,Zone_12-05,0
2023-10-16,13:31:34.207,Zone_12-03,0
2023-10-16,13:31:34.207,Zone_12-04,0
2023-10-16,13:31:34.207,Zone_12-01,0
2023-10-16,13:31:34.207,Zone_12-02,0
2023-10-16,13:31:34.209,Zone_10-03,0
2023-10-16,13:31:34.209,Zone_10-04,0
2023-10-16,13:31:34.209,Zone_10-01,0
2023-10-16,13:31:34.209,Zone_10-02,0
2023-10-16,13:31:34.209,Zone_10-06,0
2023-10-16,13:31:34.209,Zone_10-05,0
2023-10-16,13:31:34.209,Zone_10-07,0
2023-10-16,13:31:34.210,Zone_01-06,0
2023-10-16,13:31:34.210,Zone_01-05,0
2023-10-16,13:31:34.210,Zone_01-04,0
2023-10-16,13:31:34.210,Zone_01-03,0
2023-10-16,13:31:34.210,Zone_01-02,0
2023-10-16,13:31:34.210,Zone_01-01,0
2023-10-16,13:31:34.210,Zone_01-07,0
2023-10-16,13:31:34.210,Zone_01-08,0
2023-10-16,13:31:34.378,Zone_09-04,0
2023-10-16,13:31:34.378,Zone_09-03,0
2023-10-16,13:31:34.378,Zone_09-02,0
2023-10-16,13:31:34.378,Zone_09-01,0
2023-10-16,13:31:34.378,Zone_07-01,0
2023-10-16,13:31:34.378,Zone_07-02,0
2023-10-16,13:31:34.378,Zone_07-03,0
2023-10-16,13:31:34.378,Zone_07-04,0
2023-10-16,13:31:34.378,Zone_05-03,0
2023-10-16,13:31:34.378,Zone_05-04,0
2023-10-16,13:31:34.378,Zone_05-05,0
2023-10-16,13:31:34.378,Zone_05-06,0
2023-10-16,13:31:34.378,Zone_05-01,0
2023-10-16,13:31:34.378,Zone_05-02,0
2023-10-16,13:31:34.397,Zone_03-01,0
2023-10-16,13:31:34.397,Zone_03-02,0
2023-10-16,13:31:34.397,Zone_03-03,0
2023-10-16,13:31:34.378,Zone_02-01,0
2023-10-16,13:31:34.378,Zone_02-03,0
2023-10-16,13:31:34.378,Zone_02-02,0
2023-10-16,13:31:34.378,Zone_02-05,0
2023-10-16,13:31:34.378,Zone_02-04,0
2023-10-16,13:31:34.378,Zone_04-01,0
2023-10-16,13:31:34.378,Zone_04-06,0
2023-10-16,13:31:34.378,Zone_04-02,0
2023-10-16,13:31:34.378,Zone_04-03,0
2023-10-16,13:31:34.378,Zone_04-04,0
2023-10-16,13:31:34.378,Zone_04-05,0
2023-10-16,13:31:34.378,Zone_06-05,0
2023-10-16,13:31:34.378,Zone_06-04,0
2023-10-16,13:31:34.378,Zone_06-01,0
2023-10-16,13:31:34.378,Zone_06-03,0
2023-10-16,13:31:34.378,Zone_06-02,0
2023-10-16,13:31:34.379,Zone_14-01,0
2023-10-16,13:31:34.379,Zone_14-02,0
2023-10-16,13:31:34.379,Zone_14-03,0
2023-10-16,13:31:34.379,Zone_14-04,0
2023-10-16,13:31:34.379,Zone_14-05,0
2023-10-16,13:31:34.379,Zone_14-06,0
2023-10-16,13:31:34.379,Zone_14-07,0
2023-10-16,13:31:34.378,Zone_13-06,0
2023-10-16,13:31:34.378,Zone_13-05,0
2023-10-16,13:31:34.378,Zone_13-04,0
2023-10-16,13:31:34.378,Zone_13-03,0
2023-10-16,13:31:34.378,Zone_13-02,0
2023-10-16,13:31:34.378,Zone_13-01,0
2023-10-16,13:31:34.397,Zone_08-01,0
2023-10-16,13:31:34.397,Zone_08-02,0
2023-10-16,13:31:34.378,Zone_12-05,0
2023-10-16,13:31:34.378,Zone_12-03,0
2023-10-16,13:31:34.378,Zone_12-04,0
2023-10-16,13:31:34.378,Zone_12-01,0
2023-10-16,13:31:34.378,Zone_12-02,0
2023-10-16,13:31:34.380,Zone_10-03,0
2023-10-16,13:31:34.380,Zone_10-04,0
2023-10-16,13:31:34.380,Zone_10-01,0
2023-10-16,13:31:34.380,Zone_10-02,0
2023-10-16,13:31:34.380,Zone_10-06,0
2023-10-16,13:31:34.380,Zone_10-05,0
2023-10-16,13:31:34.380,Zone_10-07,0
2023-10-16,13:31:34.378,Zone_01-06,0
2023-10-16,13:31:34.378,Zone_01-05,0
2023-10-16,13:31:34.378,Zone_01-04,0
2023-10-16,13:31:34.378,Zone_01-03,0
2023-10-16,13:31:34.378,Zone_01-02,0
2023-10-16,13:31:34.378,Zone_01-01,0
2023-10-16,13:31:34.378,Zone_01-07,0
2023-10-16,13:31:34.378,Zone_01-08,0
2023-10-16,13:31:34.547,Zone_09-04,0
2023-10-16,13:31:34.547,Zone_09-03,0
2023-10-16,13:31:34.547,Zone_09-02,0
2023-10-16,13:31:34.547,Zone_09-01,0
2023-10-16,13:31:34.547,Zone_07-01,0
2023-10-16,13:31:34.547,Zone_07-02,0
2023-10-16,13:31:34.547,Zone_07-03,0
2023-10-16,13:31:34.547,Zone_07-04,0
2023-10-16,13:31:34.547,Zone_05-03,0
2023-10-16,13:31:34.547,Zone_05-04,0
2023-10-16,13:31:34.547,Zone_05-05,0
2023-10-16,13:31:34.547,Zone_05-06,0
2023-10-16,13:31:34.547,Zone_05-01,0
2023-10-16,13:31:34.547,Zone_05-02,0
2023-10-16,13:31:34.575,Zone_03-01,0
2023-10-16,13:31:34.575,Zone_03-02,0
2023-10-16,13:31:34.575,Zone_03-03,0
2023-10-16,13:31:34.548,Zone_02-01,0
2023-10-16,13:31:34.548,Zone_02-03,0
2023-10-16,13:31:34.548,Zone_02-02,0
2023-10-16,13:31:34.548,Zone_02-05,0
2023-10-16,13:31:34.548,Zone_02-04,0
2023-10-16,13:31:34.547,Zone_04-01,0
2023-10-16,13:31:34.547,Zone_04-06,0
2023-10-16,13:31:34.547,Zone_04-02,0
2023-10-16,13:31:34.547,Zone_04-03,0
2023-10-16,13:31:34.547,Zone_04-04,0
2023-10-16,13:31:34.547,Zone_04-05,0
2023-10-16,13:31:34.547,Zone_06-05,0
2023-10-16,13:31:34.547,Zone_06-04,0
2023-10-16,13:31:34.547,Zone_06-01,0
2023-10-16,13:31:34.547,Zone_06-03,0
2023-10-16,13:31:34.547,Zone_06-02,0
2023-10-16,13:31:34.549,Zone_14-01,0
2023-10-16,13:31:34.549,Zone_14-02,0
2023-10-16,13:31:34.549,Zone_14-03,0
2023-10-16,13:31:34.549,Zone_14-04,0
2023-10-16,13:31:34.549,Zone_14-05,0
2023-10-16,13:31:34.549,Zone_14-06,0
2023-10-16,13:31:34.549,Zone_14-07,0
2023-10-16,13:31:34.547,Zone_13-06,0
2023-10-16,13:31:34.547,Zone_13-05,0
2023-10-16,13:31:34.547,Zone_13-04,0
2023-10-16,13:31:34.547,Zone_13-03,0
2023-10-16,13:31:34.547,Zone_13-02,0
2023-10-16,13:31:34.547,Zone_13-01,0
2023-10-16,13:31:34.567,Zone_08-01,0
2023-10-16,13:31:34.567,Zone_08-02,0
2023-10-16,13:31:34.549,Zone_12-05,0
2023-10-16,13:31:34.549,Zone_12-03,0
2023-10-16,13:31:34.549,Zone_12-04,0
2023-10-16,13:31:34.549,Zone_12-01,0
2023-10-16,13:31:34.549,Zone_12-02,0
2023-10-16,13:31:34.550,Zone_10-03,0
2023-10-16,13:31:34.550,Zone_10-04,0
2023-10-16,13:31:34.550,Zone_10-01,0
2023-10-16,13:31:34.550,Zone_10-02,0
2023-10-16,13:31:34.550,Zone_10-06,0
2023-10-16,13:31:34.550,Zone_10-05,0
2023-10-16,13:31:34.550,Zone_10-07,0
2023-10-16,13:31:34.549,Zone_01-06,0
2023-10-16,13:31:34.549,Zone_01-05,0
2023-10-16,13:31:34.549,Zone_01-04,0
2023-10-16,13:31:34.549,Zone_01-03,0
2023-10-16,13:31:34.549,Zone_01-02,0
2023-10-16,13:31:34.549,Zone_01-01,0
2023-10-16,13:31:34.549,Zone_01-07,0
2023-10-16,13:31:34.549,Zone_01-08,0
2023-10-16,13:31:34.733,Zone_09-04,0
2023-10-16,13:31:34.733,Zone_09-03,0
2023-10-16,13:31:34.733,Zone_09-02,0
2023-10-16,13:31:34.733,Zone_09-01,0
2023-10-16,13:31:34.733,Zone_07-01,0
2023-10-16,13:31:34.733,Zone_07-02,0
2023-10-16,13:31:34.733,Zone_07-03,0
2023-10-16,13:31:34.733,Zone_07-04,0
2023-10-16,13:31:34.733,Zone_05-03,0
2023-10-16,13:31:34.733,Zone_05-04,0
2023-10-16,13:31:34.733,Zone_05-05,0
2023-10-16,13:31:34.733,Zone_05-06,0
2023-10-16,13:31:34.733,Zone_05-01,0
2023-10-16,13:31:34.733,Zone_05-02,0
2023-10-16,13:31:34.755,Zone_03-01,0
